scenario,config,width,seed,wall_time_s,n_steps,evacuation_time,mean_speed,max_density,collision_count,flow_rate,agents_exited,mean_risk,max_risk,time_above_critical
BottleneckScenario_rerun,C1,2.4,42,4.736790299997665,1736,17.359999999999914,0.7504761281259112,1.4500783703928242,0,2.880184331797249,50,0.0,0.0,0
BottleneckScenario_rerun,C1,2.4,43,4.3910713999976,1789,17.889999999999997,0.7210630577611373,1.3793428401297596,0,2.794857462269425,50,0.0,0.0,0
BottleneckScenario_rerun,C1,2.4,44,4.131108199999289,1481,14.809999999999729,0.8171459604823743,1.4147106052612919,0,3.376097231600332,50,0.0,0.0,0
BottleneckScenario_rerun,C1,2.4,45,4.669692700001178,1745,17.44999999999993,0.7580943088149652,1.4147106052612919,0,2.8653295128939944,50,0.0,0.0,0
BottleneckScenario_rerun,C1,2.4,46,3.83195859999978,1655,16.549999999999788,0.769712682574443,1.4500783703928242,0,3.0211480362538152,50,0.0,0.0,0
BottleneckScenario_rerun,C1,2.4,47,4.383010699999431,1614,16.139999999999723,0.775634425268384,1.4500783703928242,0,3.0978934324659764,50,0.0,0.0,0
BottleneckScenario_rerun,C1,2.4,48,4.338980799999263,1615,16.149999999999725,0.7901354081179508,1.4500783703928242,0,3.095975232198195,50,0.0,0.0,0
BottleneckScenario_rerun,C1,2.4,49,4.802228199998353,1646,16.459999999999773,0.7773686166235038,1.4147106052612919,0,3.037667071688985,50,0.0,0.0,0
BottleneckScenario_rerun,C1,2.4,50,4.581940199997916,1644,16.43999999999977,0.7879796502577707,1.4854461355243564,0,3.041362530413668,50,0.0,0.0,0
BottleneckScenario_rerun,C1,2.4,51,3.926689699997951,1596,15.959999999999704,0.7966919747523213,1.3793428401297596,0,3.132832080200559,50,0.0,0.0,0
BottleneckScenario_rerun,C1,2.4,52,3.966816899999685,1614,16.139999999999723,0.7899852304132301,1.4854461355243564,0,3.0978934324659764,50,0.0,0.0,0
BottleneckScenario_rerun,C1,2.4,53,4.490821399998822,1676,16.75999999999982,0.7787204398656875,1.4500783703928242,0,2.983293556085951,50,0.0,0.0,0
BottleneckScenario_rerun,C1,2.4,54,4.732084999999643,1639,16.389999999999763,0.7862242211373162,1.4500783703928242,0,3.050640634533296,50,0.0,0.0,0
BottleneckScenario_rerun,C1,2.4,55,4.300398600000335,1659,16.589999999999794,0.7720735928259377,1.4854461355243564,0,3.013863773357482,50,0.0,0.0,0
BottleneckScenario_rerun,C1,2.4,56,4.520440899999812,1533,15.329999999999718,0.7998734160061551,1.4854461355243564,0,3.2615786040444177,50,0.0,0.0,0
BottleneckScenario_rerun,C1,2.4,57,4.419697900000756,1530,15.299999999999718,0.8140046885861193,1.4854461355243564,0,3.2679738562092107,50,0.0,0.0,0
BottleneckScenario_rerun,C1,2.4,58,4.2800841000025684,1670,16.69999999999981,0.772319660269742,1.4500783703928242,0,2.994011976047938,50,0.0,0.0,0
BottleneckScenario_rerun,C1,2.4,59,4.327698699999019,1577,15.769999999999708,0.8192652666505046,1.3793428401297596,0,3.170577045022253,50,0.0,0.0,0
BottleneckScenario_rerun,C1,2.4,60,4.138998599999468,1496,14.959999999999726,0.8341430986013277,1.4854461355243564,0,3.342245989304874,50,0.0,0.0,0
BottleneckScenario_rerun,C1,2.4,61,4.960978300001443,1689,16.88999999999984,0.7744170828695224,1.4854461355243564,0,2.960331557134427,50,0.0,0.0,0
BottleneckScenario_rerun,C1,2.4,62,4.463248300002306,1614,16.139999999999723,0.779945837705691,1.4500783703928242,0,3.0978934324659764,50,0.0,0.0,0
BottleneckScenario_rerun,C1,2.4,63,4.245964699999604,1648,16.479999999999777,0.7594584012427509,1.4854461355243564,0,3.033980582524313,50,0.0,0.0,0
BottleneckScenario_rerun,C1,2.4,64,3.819885900000372,1593,15.929999999999705,0.7671853600711294,1.4500783703928242,0,3.1387319522913324,50,0.0,0.0,0
BottleneckScenario_rerun,C1,2.4,65,4.056770199997118,1587,15.869999999999706,0.7975309896760929,1.4147106052612919,0,3.150598613736668,50,0.0,0.0,0
BottleneckScenario_rerun,C1,2.4,66,4.560409900001105,1761,17.609999999999953,0.7485200589470026,1.4500783703928242,0,2.83929585462806,50,0.0,0.0,0
